epoch,accuracy,loss,val_accuracy,val_loss
0,0.7722407579421997,0.6910927295684814,0.9660000205039978,0.11951933801174164
1,0.9665370583534241,0.11258449405431747,0.9769999980926514,0.07744672149419785
2,0.9771111011505127,0.07580854743719101,0.9788333177566528,0.06653094291687012
3,0.9822037220001221,0.058439962565898895,0.9826666712760925,0.059020549058914185
4,0.9861111044883728,0.04677419736981392,0.9835000038146973,0.05530302971601486
