epoch,accuracy,loss,val_accuracy,val_loss
0,0.912851870059967,0.30184149742126465,0.9574999809265137,0.14764197170734406
1,0.9561111330986023,0.14861002564430237,0.9673333168029785,0.10824498534202576
2,0.9711481332778931,0.10060713440179825,0.9713333249092102,0.09100504219532013
3,0.9798518419265747,0.07256142795085907,0.9735000133514404,0.08298834413290024
4,0.9854629635810852,0.053645119071006775,0.9748333096504211,0.07932581752538681
