epoch,accuracy,loss,val_accuracy,val_loss
0,0.9560925960540771,0.14503233134746552,0.9804999828338623,0.060748521238565445
1,0.9850000143051147,0.04734491556882858,0.9851666688919067,0.047555502504110336
2,0.9901296496391296,0.03173935413360596,0.9888333082199097,0.04213433712720871
3,0.9929259419441223,0.022448386996984482,0.9881666898727417,0.04313096031546593
