epoch,accuracy,loss,val_accuracy,val_loss
0,0.9238703846931458,0.26716452836990356,0.9631666541099548,0.12478748708963394
1,0.9648333191871643,0.11638931930065155,0.9704999923706055,0.09938928484916687
2,0.9764259457588196,0.08013636618852615,0.9704999923706055,0.09503571689128876
