epoch,accuracy,loss,val_accuracy,val_loss
0,0.9214444160461426,0.2731086313724518,0.9620000123977661,0.12951970100402832
1,0.963962972164154,0.12113193422555923,0.9691666960716248,0.09998752176761627
2,0.976111114025116,0.08268173038959503,0.9745000004768372,0.08826036751270294
3,0.9822777509689331,0.0608685165643692,0.9775000214576721,0.08585210144519806
4,0.9873148202896118,0.04554600641131401,0.9754999876022339,0.09050355106592178
