epoch,accuracy,loss,val_accuracy,val_loss
0,0.8913888931274414,0.415611207485199,0.9446666836738586,0.1977034956216812
1,0.9398148059844971,0.20779265463352203,0.9606666564941406,0.1465570032596588
2,0.954962968826294,0.15383169054985046,0.9664999842643738,0.11940786987543106
3,0.9653518795967102,0.12002517282962799,0.9704999923706055,0.10294982045888901
4,0.9724814891815186,0.09652069956064224,0.9729999899864197,0.09236665070056915
